show_id,type,title,cast,release_year,duration,listed_in,description,platform,min,season
s808,Movie,"Davy Crockett, King of the Wild Frontier","Fess Parker, Buddy Ebsen, Basil Ruysdael, Hans Conried, Pat Hogan, Ken Tobey",1955,93 min,"Action-Adventure, Family, Historical","Share Davy Crockett's legend, from the frontier to Congress to the Alamo. See details for advisory.",disney,93,min
s809,Movie,Day & Night,sin dato,2010,8 min,"Animation, Comedy, Family","When Day and Night meet each other, sparks fly!",disney,8,min
s810,Movie,Decorating Disney: Holiday Magic,"Whoopi Goldberg, Sofia Carson, Jordan Fisher",2017,42 min,"Documentary, Family, Reality",Disney Parks become the Merriest Places on Earth.,disney,42,min
s811,Movie,Deep Blue,Pierce Brosnan,2005,91 min,"Animals & Nature, Documentary, Family",Join an epic underwater exploration into the secret lives of sea creatures.,disney,91,min
s812,Movie,Descendants 2,"Dove Cameron, Cameron Boyce, Sofia Carson, Booboo Stewart, Mitchell Hope, Brenna D'Amico",2017,114 min,"Coming of Age, Fantasy, Musical","Mal returns to the Isle of the Lost and confronts Uma, Ursula's daughter.",disney,114,min
s813,Movie,Diary Of A Wimpy Kid,"Zachary Gordon, Robert Capron, Rachel Harris, Steve Zahn, Connor Fielding, Owen Fielding",2010,93 min,"Comedy, Family","Greg faces the scariest, most humiliating experience of any kid’s life: middle school.",disney,93,min
s814,Movie,Dinosaur,"D.B. Sweeney, Alfre Woodard, Ossie Davis, Max Casella, Hayden Panettiere, Samuel Wright",2000,84 min,"Action-Adventure, Animation, Family",An orphaned dinosaur joins others after a meteor destroys his home.,disney,84,min
s815,Movie,Disney Adventures in Babysitting,"Sabrina Carpenter, Sofia Carson, Nikki Hahn, Mallory Mahoney, Max Gecowets, Jet Jurgensmeyer",2016,95 min,"Action-Adventure, Comedy, Coming of Age",Rival babysitters join forces to search the city for a kid who’s snuck out.,disney,95,min
s816,Movie,Disney Avalon High,"Britt Robertson, Gregg Sulkin, Joey Pollari, Devon Graye, Molly Quinn, Don Lake",2010,91 min,"Coming of Age, Fantasy",Allie is convinced that her new high school is a contemporary Camelot.,disney,91,min
s817,Movie,Disney Bad Hair Day,"Laura Marano, Leigh-Allyn Baker, Christian Campbell, Alain Goulem, Christian Paul, Kiana Madeira",2015,93 min,"Buddy, Comedy, Coming of Age",Monica's prom day starts with bad hair…but ends with a great adventure.,disney,93,min
s818,TV Show,Disney Bizaardvark,"Madison Hu, Olivia Rodrigo, Jake Paul, DeVore Ledridge, Ethan Wacker",2015,3 Seasons,"Buddy, Comedy, Family",Paige and Frankie produce an online comedy channel.,disney,3,Seasons
s819,Movie,Disney Den Brother,"Hutch Dano, G. Hannelius, Maurice Godin, David Lambert, Kelsy Chow, Debra Mooney",2010,90 min,"Comedy, Coming of Age",A hockey star hangs up his skates and becomes a substitute scoutmaster.,disney,90,min
s820,Movie,Disney Descendants,"Dove Cameron, Cameron Boyce, Booboo Stewart, Sofia Carson, Mitchell Hope, Melanie Paxson",2015,114 min,"Coming of Age, Fantasy, Musical",The kids of Disney villains are given a shot at redemption at Auradon Prep.,disney,114,min
s821,TV Show,Disney Descendants Wicked World (Shorts),sin dato,2015,2 Seasons,"Animation, Coming of Age, Fantasy",Descendants continues with new animated shorts!,disney,2,Seasons
s822,TV Show,Disney DuckTales (Shorts),sin dato,2016,1 Season,"Action-Adventure, Animation, Comedy",The McDuck family welcomes you to Duckburg!,disney,1,Season
s823,TV Show,Disney Evermoor,"Naomi Sequeira, Jordan Loughran, Belinda Stewart-Wilson, Dan Fredenburgh, George Sear, Georgie Farmer",2017,1 Season,Series,Tara Crossley moves to Evermoor and realizes the English countryside is not as sleepy as it seems.,disney,1,Season
s824,TV Show,Disney Family Sundays,sin dato,2019,1 Season,"Anthology, Family, Lifestyle",Amber Kemp-Gerstel shares her love of crafting in a series of Disney-themed DIY projects.,disney,1,Season
s825,TV Show,Disney Fast Layne,"Sophie Pollono, Sofia Rosinsky, Brandon Rossel, Winslow Fegley",2018,1 Season,"Action-Adventure, Animation, Comedy",Twelve-year-old Layne Reed discovers a talking car.,disney,1,Season
s826,Movie,Disney Girl vs. Monster,"Olivia Holt, Kerris Dorsey, Brendan Meyer, Katherine McNamara, Adam Chambers, Tracy Dawson",2012,90 min,"Action-Adventure, Comedy, Fantasy",The daughter of two monster-hunters must take on a monster of her own.,disney,90,min
s827,TV Show,Disney Gravity Falls,"Kristen Schaal, Jason Morgan, Alex Hirsch",2011,2 Seasons,"Action-Adventure, Animation, Comedy",Dipper and Mabel spend the summer with Grunkle Stan.,disney,2,Seasons
s828,TV Show,Disney Gravity Falls (Shorts),sin dato,2012,1 Season,"Animation, Anthology, Comedy",Twins Dipper and Mabel enter the mysterious town of Gravity Falls for the summer.,disney,1,Season
s829,TV Show,Disney Jake and the Never Land Pirates,"Madison Pettis, Colin Ford, Jonathan Heit, David Arquette, Corey Burton",2010,4 Seasons,"Action-Adventure, Animation, Fantasy",Jake sails for a treasure hunt against Captain Hook.,disney,4,Seasons
s830,TV Show,Disney JONAS,"Kevin Jonas, Joe Jonas, Nick Jonas, Chelsea Staub, Nicole Anderson, John Ducey",2008,2 Seasons,"Comedy, Family, Kids","JONAS is the hottest rock band on the planet! Band members Nick, Kevin, and Joe are superstar idols.",disney,2,Seasons
s831,TV Show,Disney Junior Music Nursery Rhymes,sin dato,2017,2 Seasons,"Animation, Kids, Musical",Nursery Rhymes re-imagined with Disney Junior!,disney,2,Seasons
s832,TV Show,Disney K.C. Undercover,"Zendaya , Veronica Dunne, Kamil McFadden, Tammy Townsend, Kadeem Hardison",2014,3 Seasons,"Action-Adventure, Comedy, Kids",K.C. joins her spy family as its newest secret agent.,disney,3,Seasons
s833,TV Show,Disney Lab Rats: Elite Force,"William Brent, Bradley Perry, Jake Short, Paris Berelc, Kelli Berglund",2015,1 Season,"Action-Adventure, Comedy, Coming of Age",The Lab Rats join forces with the Mighty Med team.,disney,1,Season
s834,TV Show,Disney Legend of the Three Caballeros,"Tony Anselmo, Jaime Camil, Eric Bauza, Grey Griffin, Wayne Knight, Kevin Richardson",2017,1 Season,"Action-Adventure, Animation, Comedy","Donald, Jose and Panchito inherit a magical atlas and travel the world battling mythical monsters.",disney,1,Season
s835,TV Show,Disney Mickey Mouse Clubhouse,"Wayne Allwine, Jim Cummings, Russi Taylor, Tony Anselmo, Bill Farmer, Tress MacNeille",2005,5 Seasons,"Animation, Kids",Mickey leads kids on an interactive adventure of learning.,disney,5,Seasons
s836,TV Show,Disney Milo Murphy's Law,"Al Yankovic, Sabrina Carpenter, Mekai Curtis",2016,2 Seasons,"Action-Adventure, Animation, Comedy","Around Milo, anything that can go wrong, will.",disney,2,Seasons
s837,TV Show,Disney Minnie's Bow-Toons (Shorts),sin dato,2011,3 Seasons,"Animation, Kids",Minnie Mouse teams up with Daisy to open up Minnie’s Bow-tique.,disney,3,Seasons
s838,TV Show,Disney Stuck In The Middle,"Jenna Ortega, Ronni Hawk, Isaak Presley, Ariana Greenblatt, Kayla Maisonet, Nicolas Bechtel",2015,3 Seasons,"Comedy, Coming of Age, Family",Harley is stuck in the middle of a family with 7 kids!,disney,3,Seasons
s839,TV Show,Disney Take Two With Phineas And Ferb (Shorts),sin dato,2010,1 Season,"Animation, Kids, Parody",Real-life celebrities are interviewed by Phineas and Ferb.,disney,1,Season
s840,TV Show,Disney Tangled: The Series - Short Cuts,sin dato,2016,1 Season,"Action-Adventure, Animation, Comedy",Get to know the colorful residents of Corona.,disney,1,Season
s841,Movie,Disney Under The Sea: A Descendants Short Story,sin dato,2018,10 min,"Fantasy, Musical, Thriller",Mal emerges from the forest where she meets Dizzy.,disney,10,min
s842,TV Show,Disney's Adventures Of The Gummi Bears,"Bill Scott, Christian Jacobs, Brett Johnson, David Faustino, Paul Winchell, Jason Marsden",1985,6 Seasons,"Action-Adventure, Animation, Fantasy",The magical Gummi Bears discover their rich history.,disney,6,Seasons
s843,TV Show,Disney's Doug,"Connie Shulman, Doug Preis, Alice Playten, Chris Phillips, Fred Newman, Thomas McHugh",1996,3 Seasons,"Animation, Comedy, Coming of Age","Doug uses his imagination to navigate through tests of friendship, love, school, and growing up.",disney,3,Seasons
s844,Movie,Disney's Fairy Tale Weddings,"Ben Higgins, Lauren Bushnell",2017,64 min,"Family, Lifestyle, Reality",A look at the magical weddings at Disney Destinations.,disney,64,min
s845,Movie,Disney's Fairy Tale Weddings: Holiday Magic,"Stephen Boss, Allison Holker",2017,42 min,"Family, Lifestyle, Reality",Holiday Disney weddings and proposals.,disney,42,min
s846,TV Show,Disney's Hercules: The Animated Series,"Tate Donovan, Sandra Bernhard, Robert Costanzo, Matt Frewer, Bobcat Goldthwait, French Stewart",1998,1 Season,"Action-Adventure, Animation, Comedy",Follow Herc's many labors during the years he spent training on how to be a hero.,disney,1,Season
s847,TV Show,Disney's Kim Possible,"Christy Romano, Will Friedle, Nancy Cartwright, Tahj Mowry",2001,4 Seasons,"Action-Adventure, Animation, Comedy","Kim Possible is a high school girl who, in her spare time, saves the world from evil villains.",disney,4,Seasons
s848,TV Show,Disney's Little Einsteins,"Erica Huang, Aiden Pompey, Jesse Schwartz, Natalia Wojcik",2005,2 Seasons,"Action-Adventure, Animation, Kids",This innovative new series provides preschoolers with new ways to hear and see music and art.,disney,2,Seasons
s849,TV Show,Disney's Mighty Ducks,"James Belushi, Brad Garrett, Jeff Bennett, Jennifer Hale, Clancy Brown, Tony Jay",1996,1 Season,"Action-Adventure, Animation, Comedy",Hockey-loving alien ducks are stranded on Earth and must protect it from the evil Dragaunus.,disney,1,Season
s850,TV Show,Disney's Recess,"Rickey Collins, Jason Davis, Ashley Johnson, Ross Malinger, Courtland Mead, Pamela Segall",1997,3 Seasons,"Animation, Comedy, Kids",A portrayal of life at Third Street Elementary School.,disney,3,Seasons
s851,TV Show,Disney's The Emperor's New School,"Shane Baumel, Jessica DiCicco, Wendie Malick, Fred Tatasciore, Jeff Bennett, Jessie Flower",2005,2 Seasons,"Animation, Comedy, Coming of Age","Disney's The Emperor's New School is a unique comedy about Kuzco, a self-centered and spoiled teen.",disney,2,Seasons
s852,Movie,Disney's The Kid,"Bruce Willis, Spencer Breslin, Emily Mortimer, Lily Tomlin, Chi McBride, Jean Smart",2000,105 min,"Comedy, Drama, Family",A man's life is upended when he meets an 8-year-old version of himself.,disney,105,min
s853,TV Show,Disney's The Little Mermaid (Series),"Jodi Benson, Samuel Wright, Ken Mars, Edan Gross",1992,3 Seasons,"Action-Adventure, Animation, Fantasy","Follow Ariel's adventures as a mermaid living under the sea with her father, King Triton.",disney,3,Seasons
s854,Movie,Disneyland Around the Seasons (Walt Disney's Wonderful World of Color: 1961-69),Walt Disney,1966,51 min,"Documentary, Family, Variety",Walt Disney talks about Disneyland in 1966. See details for advisory.,disney,51,min
s855,Movie,Disneynature African Cats,Samuel Jackson,2011,90 min,"Animals & Nature, Documentary, Family",Come face-to-face with the wildly majestic African lions of the savanna.,disney,90,min
s856,Movie,Disneynature Bears,John Reilly,2014,78 min,"Animals & Nature, Documentary, Family",A mother bear teaches her two impressionable cubs important life lessons.,disney,78,min
s857,Movie,Disneynature Born in China,John Krasinski,2017,81 min,"Animals & Nature, Documentary, Family",Embrace the beauty of China's vast terrain – and the life that inhabits it.,disney,81,min
s858,Movie,Disneynature Chimpanzee,Tim Allen,2012,79 min,"Animals & Nature, Documentary, Family",Meet a remarkable young chimpanzee who sees his world as his playground.,disney,79,min
s859,Movie,Disneynature Crimson Wing,Mariella Frostrup,2008,78 min,"Animals & Nature, Documentary, Family",A million flamingos struggle to survive in the remote Tanzanian wilderness.,disney,78,min
s860,Movie,Disneynature Monkey Kingdom,Tina Fey,2015,82 min,"Animals & Nature, Documentary, Family","Forced from their home among ancient ruins, a mother monkey must lead her son to safety.",disney,82,min
s861,Movie,Disneynature Wings of Life,Meryl Streep,2011,81 min,"Animals & Nature, Documentary, Family","An intimate look at butterflies, hummingbirds, bees, bats and flowers.",disney,81,min
s862,TV Show,Dog Whisperer with Cesar Millan,Cesar Millan,2004,6 Seasons,"Animals & Nature, Docuseries, Family",World-renowned dog expert Cesar Millan helps dogs and their owners overcome behavior issues.,disney,6,Seasons
s863,Movie,Don't Look Under the Bed,"Erin Chambers, Eric Hodges II, Eric Hodges, Robin Riker, Steve Valentine, Jake Sakson",1999,93 min,"Coming of Age, Fantasy",Teen Frances McCausland is framed for the Boogeyman's mischievous pranks.,disney,93,min
s864,Movie,Donald's Golf Game,sin dato,1938,8 min,"Animation, Comedy, Family",Donald tries to impress his nephews at golfing. See details for advisory.,disney,8,min
s865,Movie,Donald's Tire Trouble,sin dato,1943,8 min,"Animation, Comedy, Family",Donald is frustrated in his attempts to fix a flat tire. See details for advisory.,disney,8,min
s866,Movie,Double Teamed,"Poppi Monroe, Annie McElwain, Teal Redmann, Nick Searcy, Tanya Goott, Joey Miyashima",2002,93 min,"Biographical, Sports",The WNBA's Burge twins inspire this film about sisterhood and teamwork.,disney,93,min
s867,Movie,Doug's 1st Movie,"Thomas McHugh, Fred Newman, Chris Phillips, Constance Shulman, Frank Welker, Doug Preis",1999,80 min,"Animation, Comedy, Family","Doug and his friends discover the ""monster"" of Lucky Duck Lake.",disney,80,min
s868,TV Show,"Dr. T, Lone Star Vet",Dr. Lauren Thielen,2019,1 Season,"Docuseries, Family, Medical","Dr. T, Lone Star Vet follows Dr. T as she faces the most compelling cases of her career.",disney,1,Season
s869,Movie,DuckTales The Movie: Treasure of the Lost Lamp,"Alan Young, Terence McGovern, Russi Taylor, Richard Libertini, Christopher Lloyd, June Foray",1990,75 min,"Action-Adventure, Animation, Comedy",Scrooge and his nephews search for the long-lost loot of Collie Baba.,disney,75,min
s870,Movie,Dug's Special Mission,"Bob Peterson, Delroy Lindo, Jerome Ranft",2009,6 min,"Animation, Comedy, Family",Dug finds where he belongs is not where he's been looking.,disney,6,min
s871,Movie,Dumbo,"Colin Farrell, Michael Keaton, Danny DeVito, Eva Green, Alan Arkin, Nico Parker",2019,117 min,"Action-Adventure, Family, Fantasy",A flying elephant helps show that differences and family can be cherished.,disney,117,min
s872,Movie,Early to Bed,sin dato,1941,9 min,"Animation, Comedy, Family",A ticking alarm clock keeps Donald awake. See details for advisory.,disney,9,min
s873,Movie,Earth Live,"Jane Lynch, Phil Keoghan, Chris Packham",2017,94 min,"Animals & Nature, Documentary, Family","Earth Live gives viewers a unique, live view of wildlife around the world.",disney,94,min
s874,Movie,Easter Island Unsolved,Peter Demeo,2018,45 min,"Documentary, Historical","Easter Island is a riddle, and its mysterious past may hold clues to its future.",disney,45,min
s875,Movie,Eddie's Million Dollar Cook-off,"Taylor Ball, Orlando Brown, Reiley McClendon, Mark Taylor, Rose McIver, Kylie Leydon",2003,86 min,"Comedy, Coming of Age, Sports",A baseball prodigy swings for the culinary fences in a cooking competition.,disney,86,min
s876,Movie,Eight Below,"Paul Walker, Bruce Greenwood, Moon Bloodgood, Wendy Crewson, Gerard Plunkett, August Schellenberg",2006,122 min,"Action-Adventure, Animals & Nature, Drama",An Antarctic storm threatens eight sled dogs alone in the wilderness.,disney,122,min
s877,TV Show,Elena of Avalor (Shorts),"Aimee Carrero, Jenna Ortega, Maximus Riegel, Gia Lopez, Desmond Gerber, Mick Wingert",2017,2 Seasons,"Action-Adventure, Animation, Fantasy",Elena travels to Vallestrella and trains with Zuzo!,disney,2,Seasons
s878,Movie,Emil and the Detectives,"Walter Slezak, Roger Mobley, Heinz Schubert, Peter Ehrlich, Cindy Cassell, Elsa Wagner",1964,98 min,"Action-Adventure, Crime, Family","When a young boy's money is stolen, the search is on for the thief.",disney,98,min
s879,Movie,Empire of Dreams: The Story of the Star Wars Trilogy,"Robert Clotworthy, Walter Cronkite, Anthony Daniels, Warwick Davis, Carrie Fisher, Harrison Ford",2004,151 min,Documentary,"Explore the creation of Star Wars, a saga few thought could ever be made.",disney,151,min
s880,TV Show,Encore!,"Kristen Bell, Roger Love, Susan Egan, Ali Stroker, Stephen Schwartz",2019,1 Season,"Music, Reality",Kristen Bell reunites former high school classmates to re-stage musicals they performed in the past.,disney,1,Season
s881,Movie,Escape to Witch Mountain,"Eddie Albert, Ray Milland, Donald Pleasence, Kim Richards, Ike Eisenmann, Walter Barnes",1975,98 min,"Action-Adventure, Family, Fantasy",Two orphans with supernatural powers discover their mysterious past.,disney,98,min
s882,TV Show,Even Stevens,"Shia LaBeouf, Christy Romano, Nick Spano, Tom Virtue, Donna Pescow",2000,3 Seasons,"Comedy, Coming of Age, Kids","Louis, a seventh-grade misfit, struggles to fit in at school and in his seemingly perfect family.",disney,3,Seasons
s883,Movie,Expedition Mars: Spirit & Opportunity,Bray Poor,2019,88 min,Documentary,"Expedition Mars explores the epic adventures of the Mars rovers, Spirit and Opportunity.",disney,88,min
s884,Movie,Fantasia,"Deems Taylor, Walt Disney, Leopold Stokowski",1940,126 min,"Animation, Family, Fantasy",Walt Disney's timeless masterpiece is an extravaganza of sight and sound. See details for advisory.,disney,126,min
s885,Movie,Fantasia 2000,"Steve Martin, Itzhak Perlman, Quincy Jones, Bette Midler, James Jones, Penn Teller",2000,76 min,"Animation, Family, Fantasy",A modern update of the Disney classic with new music and animation.,disney,76,min
s886,TV Show,Fantastic Four (Series),"Beau Weaver, Lori Alan, Chuck McCann, Brian Green, Stan Lee, Pauline Lomas",1994,1 Season,"Action-Adventure, Animation, Kids","Reed Richards, Sue and Johnny Storm and pilot Ben Grimm are transformed into the Fantastic Four.",disney,1,Season
s887,TV Show,Fantastic Four: World's Greatest Heroes,"Christopher Jacot, Hiro Kanagawa, Lara Gilchrist, Brian Dobson",2007,1 Season,"Action-Adventure, Animation, Kids","Watch Mr. Fantastic, Invisible Woman, Human Torch, and Thing as they battle their greatest foes.",disney,1,Season
s888,Movie,Ferdinand the Bull,sin dato,1938,8 min,"Animation, Comedy, Family",Ferdinand only wants to stop and smell the flowers. See details for advisory.,disney,8,min
s889,Movie,Finding Dory,"Ellen DeGeneres, Albert Brooks, Ed O'Neill, Kaitlin Olson, Hayden Rolence, Ty Burrell",2016,98 min,"Action-Adventure, Animation, Comedy",Dory sets off on a life-changing adventure to find her family.,disney,98,min
s890,Movie,Finding Nemo,"Albert Brooks, Ellen DeGeneres, Alexander Gould, Willem Dafoe, Brad Garrett, Allison Janney",2003,103 min,"Action-Adventure, Animation, Comedy",Marlin makes an epic journey to bring Nemo home when he's taken by divers.,disney,103,min
s891,Movie,First Kid,"Sinbad , Robert Guillaume, Timothy Busfield, Brock Pierce, James Naughton, Art Fleur",1996,102 min,"Buddy, Comedy, Coming of Age",A wisecracking Secret Service agent is assigned to the President's son.,disney,102,min
s892,Movie,Flight of the Navigator,"Joey Cramer, Veronica Cartwright, Cliff De Young, Sarah Parker, Matt Adler, Howard Hesseman",1986,90 min,"Action-Adventure, Science Fiction",A boy mysteriously gains knowledge of the farthest reaches of the universe.,disney,90,min
s893,Movie,Float,"Eli Fucile, Bobby Rubio, Luna Watson, Mika Kubo",2019,10 min,"Animation, Family, Fantasy","A father hides his unusual son, and then must face the consequences.",disney,10,min
s894,Movie,Flowers and Trees,sin dato,1932,8 min,"Animation, Family, Kids","It's spring, and the flowers, mushrooms, and trees come to life. See details for advisory.",disney,8,min
s895,Movie,Flubber,"Robin Williams, Marcia Harden, Christopher McDonald, Raymond Barry, Clancy Brown, Ted Levine",1997,96 min,"Comedy, Family, Science Fiction",Phillip hopes his super-bouncy goo will save his college and his wedding.,disney,96,min
s896,Movie,Food for Feudin',sin dato,1950,7 min,"Animation, Comedy, Family",The chipmunks and Pluto battle over a supply of nuts. See details for advisory.,disney,7,min
s897,Movie,For the Birds,sin dato,2001,4 min,"Animation, Comedy, Family",Small birds mock a big bird who tries to sit with them,disney,4,min
s898,Movie,Forky Asks a Question: What is Money?,"Tony Hale, John Ratzenberger, Bob Peterson",2019,6 min,"Animation, Comedy, Family",Hamm attempts to give Forky a lesson on how the US monetary system works.,disney,6,min
s899,Movie,Frank and Ollie,"Frank Thomas, Ollie Johnston, Sylvia Roemer, John Canemaker, John Culhane, Marie Johnston",1995,89 min,"Biographical, Documentary",Share the story of famed Disney animators Frank Thomas and Ollie Johnston.,disney,89,min
s900,Movie,Frankenweenie (Short),"Shelley Duvall, Daniel Stern, Barret Oliver",1984,27 min,"Drama, Parody, Science Fiction",Victor harnesses the power of science to bring his dog Sparky back to life.,disney,27,min
s901,Movie,Freaky Friday,"Jamie Curtis, Lindsay Lohan, Harold Gould, Chad Murray, Stephen Tobolowsky, Christina Vidal",2003,98 min,"Comedy, Family, Fantasy",A mother and daughter see things a bit differently when they switch bodies.,disney,98,min
s902,Movie,Free Solo,"Alex Honnold, Tommy Caldwell",2018,101 min,"Action-Adventure, Documentary, Sports",Free solo climber Alex Honnold prepares to scale El Capitan in Yosemite without a rope.,disney,101,min
s903,Movie,Frenemies,"Zendaya , Bella Thorne, Mary Mouser, Nick Robinson, Stefanie Scott, Connor Price",2012,88 min,"Anthology, Comedy, Coming of Age",Three very different sets of friends experience growing pains.,disney,88,min
s904,Movie,Frozen,"Kristen Bell, Idina Menzel, Jonathan Groff, Josh Gad, Santino Fontana, Alan Tudyk",2013,105 min,"Animation, Family, Fantasy","Anna and Kristoff brave the elements, racing to save Elsa and the kingdom.",disney,105,min
s905,Movie,Full-Court Miracle,"Alex Linz, R.H. Thomson, Sean Marquette, Jase Blankfort, Erik Knudsen, David Sazant",2003,95 min,"Coming of Age, Drama, Sports",A former college star is convinced to coach a winless basketball team.,disney,95,min
s906,Movie,Fun and Fancy Free,"Edgar Bergen, Dinah Shore, Luana Patten, Clarence Nash, Mickey Mouse, Cliff Edwards",1947,74 min,"Action-Adventure, Animation, Comedy","Two classic featurettes starring Mickey, Donald, Goofy and Jiminy Cricket.",disney,74,min
s907,Movie,Fuzzbucket,"Chris Hebert, Phil Fondacaro, Joe Regalbuto, Wendy Phillips, Robyn Lively, John Vernon",1986,46 min,"Buddy, Comedy, Coming of Age",An invisible creature helps Mikey cope with junior high and family drama.,disney,46,min
s908,TV Show,Gargoyles,"Thom Hernandez, Edward Asner, Jeff Bennett, Keith David, Bill Fagerbakke, Jonathan Frakes",1994,3 Seasons,"Action-Adventure, Animation, Fantasy","In Scotland, 994 A.D. Goliath and his clan of gargoyles defend a medieval castle.",disney,3,Seasons
s909,Movie,Geek Charming,"Sarah Hyland, Matt Prokop, Sasha Pieterse, Jordan Nichols, Vanessa Morgan, Lili Simmons",2011,99 min,"Comedy, Coming of Age, Drama",Popular Dylan wants film geek Josh to help her be crowned Blossom Queen.,disney,99,min
s910,Movie,Genius,"Trevor Morgan, Emmy Rossum, Yannick Bisson, Peter Keleghan, Philip Granger, Charles Fleischer",1999,86 min,"Comedy, Coming of Age",A teen genius juggles the roles of college student and junior high bad boy.,disney,86,min
s911,Movie,George & A.J.,"Jason Topolski, A.J. Riebli  III, Steve Purcell, Peter Sohn, Bob Peterson, Kim Donovan",2009,4 min,"Animation, Comedy, Family",Two nurses try to escort seniors to the nursing home.,disney,4,min
s912,Movie,Geri's Game,Bob Peterson,1997,5 min,"Animation, Family, Kids",Geri plays a daylong game of chess against himself.,disney,5,min
s913,Movie,Get a Clue,"Lindsay Lohan, Bug Hall, Ian Gomez, Brenda Song, Ali Mukadam, Dan Lett",2002,84 min,"Drama, Mystery",A teenage gossip columnist takes on the case of her missing teacher.,disney,84,min
s914,Movie,Giants of the Deep Blue,Bill Graves,2018,45 min,"Animals & Nature, Documentary, Family",Go beneath the surface of the sea for an extraordinary look at whales and dolphins.,disney,45,min
s915,TV Show,Girl Meets World,"Rowan Blanchard, Ben Savage, Sabrina Carpenter, Peyton Meyer, August Maturo, Danielle Fishel",2013,3 Seasons,"Comedy, Coming of Age, Family",Riley and Maya traverse the twists of teenage years.,disney,3,Seasons
s916,Movie,Go Figure,"Jordan Hinson, Whitney Sloan, Cristine Rose",2005,89 min,"Coming of Age, Sports",A girl must embrace hockey if she wants to become a champion ice skater.,disney,89,min
s917,Movie,Going to the Mat,"Andrew Lawrence, Khleo Thomas, Alessandra Toreson, Billy Brown, Brenda Strong, Brian Wimmer",2004,92 min,"Coming of Age, Sports","At a new school, Jace overcomes his blindness through a love of wrestling.",disney,92,min
s918,TV Show,Good Luck Charlie,"Bridgit Mendler, Leigh-Allyn Baker, Bradley Perry, Mia Talerico, Eric Kramer, Jason Dolley",2009,4 Seasons,"Comedy, Coming of Age, Family",The Duncans are a typical family whose lives are turned topsy-turvy with the arrival of Charlie,disney,4,Seasons
s919,Movie,"Good Luck Charlie, It's Christmas!","Bridgit Mendler, Leigh-Allyn Baker, Bradley Perry, Mia Talerico, Debra Monk, Michael Kagan",2011,82 min,"Comedy, Coming of Age, Family",The Duncans need a miracle of their own to reunite in time for Christmas.,disney,82,min
s920,TV Show,Goof Troop,"Nancy Cartwright, Jim Cummings, Dana Hill, Rob Paulson, Corey Burton, Bill Farmer",1992,1 Season,"Animation, Comedy, Kids","Goofy is a single father raising his son, Max in Spoonerville.",disney,1,Season
s921,Movie,Gotta Kick it Up,"Camille Guaty, America Ferrera, Jhoanna Flores, Suilma Rodriguez, Sabrina Wiener, Miguel Sandoval",2002,85 min,"Coming of Age, Dance, Drama",A new coach and her middle school dance team surprise all their doubters.,disney,85,min
s922,Movie,Grand Canyonscope,sin dato,1954,7 min,"Animation, Comedy, Family",A park ranger has to keep Donald in check at the Grand Canyon. See details for advisory.,disney,7,min
s923,Movie,Grasshopper and the Ants,sin dato,1934,8 min,"Animation, Family, Music",A grasshopper learns a lesson about hard work. See details for advisory.,disney,8,min
s924,TV Show,Great Migrations,Alec Baldwin,2010,1 Season,"Animals & Nature, Docuseries, Survival",An intimate and unprecedented view of animal migrations across the globe.,disney,1,Season
s925,Movie,Greyfriars Bobby,"Donald Crisp, Laurence Naismith, Alex Mackenzie, Duncan Macrae, Andrew Cruickshank, Gordon Jackson",1961,91 min,"Animals & Nature, Drama, Family",The story of friendship forged between a shepherd and his devoted dog.,disney,91,min
s926,Movie,Gus,"Edward Asner, Don Knotts, Gary Grimes, Tim Conway, Liberty Williams, Dick Van Patten",1976,97 min,"Animals & Nature, Comedy, Family",A football team welcomes their newest member... a placekicking mule.,disney,97,min
s927,Movie,Halloweentown,"Debbie Reynolds, Judith Hoag, Kimberly Brown, Joey Zimmerman, Phillip Van Dyke, Emily Roeske",1998,84 min,"Action-Adventure, Comedy, Coming of Age",Marnie and her siblings discover their spooky heritage in Halloweentown.,disney,84,min
s928,Movie,Halloweentown High,"Kimberly Brown, Judith Hoag, Joey Zimmerman, Emily Roeske, Clifton Davis, Finn Wittrock",2004,83 min,"Action-Adventure, Comedy, Fantasy",Marnie's magic is on the line as Halloweentown kids transfer to her school.,disney,83,min
s929,Movie,Halloweentown II: Kalabar's Revenge,"Kimberly Brown, Judith Hoag, Daniel Kountz, Joseph Zimmerman, Emily Roeske, Phillip Van Dyke",2001,81 min,"Action-Adventure, Fantasy",A warlock with a devious plan has stripped Halloweentown of its magic.,disney,81,min
s930,TV Show,Handy Manny,"Wilmer Valderrama, Carlos Alazraqui, Dee Baker, Nika Futterman, Tom Kenny, Kath Soucie",2006,3 Seasons,"Animation, Kids","Handy Manny and his box of friendly, silly tools are the go-to guys in their neighborhood.",disney,3,Seasons
s931,TV Show,Hannah Montana,"Miley Cyrus, Emily Osment, Mitchel Musso, Jason Earles, Billy Cyrus",2005,4 Seasons,"Comedy, Coming of Age, Kids",Hannah Montana is a live-action comedy series that follows typical tween Miley Stewart.,disney,4,Seasons
s932,Movie,Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,"Miley Cyrus, Joe Jonas, Kevin Jonas, Nick Jonas, Kenny Ortega, Billy Cyrus",2008,83 min,"Concert Film, Documentary, Music",A look at Miley Cyrus's sold-out concerts and her life on tour.,disney,83,min
